"";"Nome";"Nome_mae";"DT_NASC";"Banco_nome";"Teste_X";"Teste_Y"
"5686";"Kristian Mares";"Amaryss";2000-01-09;"Banco_1";"X";"Y"
"5687";"Eric Hansen";"Melissa";2000-01-30;"Banco_1";"X";"Y"
"5688";"Maria Padilla";"Araceli";2000-01-02;"Banco_1";"X";"Y"
"5689";"Jose Consaul";"Halle";2000-01-16;"Banco_1";"X";"Y"
"5690";"Ruben Madera Bernal";"Luisa";2000-01-20;"Banco_1";"X";"Y"
"5691";"Alonso Valdez";"Jessica";2000-01-27;"Banco_1";"X";"Y"
"5692";"Luis Alcala Calderon";"Alexandria";2000-01-17;"Banco_1";"X";"Y"
"5693";"Lori Martinez";"Janay";2000-01-28;"Banco_1";"X";"Y"
"5694";"Rosmary Montoya";"Kayli";2000-01-22;"Banco_1";"X";"Y"
"5695";"Gerardo Espinoza Ochoa";"Stephanie";2000-01-01;"Banco_1";"X";"Y"
"5696";"Joseph Carmona";"Selina";2000-01-09;"Banco_1";"X";"Y"
"5697";"Zulema Morado";"Karla";2000-01-30;"Banco_1";"X";"Y"
"5698";"Isabel Villarreal";"Dalia";2000-01-02;"Banco_1";"X";"Y"
"5699";"Hannah Velasco";"Alejandra";2000-01-16;"Banco_1";"X";"Y"
"5700";"Elizabeth Garcia";"Rosa";2000-01-20;"Banco_1";"X";"Y"
"5701";"Rene Sapien";"Vanessa";2000-01-27;"Banco_1";"X";"Y"
"5702";"Guadalupe Garcia";"Kelsy";2000-01-17;"Banco_1";"X";"Y"
"5703";"Aime Orona";"Daniela";2000-01-28;"Banco_1";"X";"Y"
"5704";"Ricardo Deherrera";"Melissa";2000-01-22;"Banco_1";"X";"Y"
"5705";"Miguel Hernandez";"Cherish";2000-01-01;"Banco_1";"X";"Y"
"5706";"Miguel Peralta";"Meleana";2000-01-09;"Banco_1";"X";"Y"
"5707";"Jacely Theobald";"Ximena";2000-01-30;"Banco_1";"X";"Y"
"5708";"Carlos Castillo";"Kaylee";2000-01-02;"Banco_1";"X";"Y"
"5709";"Brooke Mena";"Alondra";2000-01-16;"Banco_1";"X";"Y"
"5710";"Lucas Cascio Weldon";"Alecia";2000-01-20;"Banco_1";"X";"Y"
"5711";"Dianna Trujillo";"Tiffany";2000-01-27;"Banco_1";"X";"Y"
"5712";"Nikki Hoffman";"Charnice";2000-01-17;"Banco_1";"X";"Y"
"5713";"Adrian Ceballos";"Joanna";2000-01-28;"Banco_1";"X";"Y"
"5714";"Risa Sanchez";"Valeria";2000-01-22;"Banco_1";"X";"Y"
"5715";"Alejandra Ortiz Barron";"Brittney";2000-01-01;"Banco_1";"X";"Y"
"5716";"Viridiana Perez Ramirez";"Cortney";2000-01-09;"Banco_1";"X";"Y"
"5717";"Veronica Mascarenas";"Erica";2000-01-30;"Banco_1";"X";"Y"
"5718";"Alicia Salas Gaytan";"Maria";2000-01-02;"Banco_1";"X";"Y"
"5719";"Cesar Mendoza";"Aubreyann";2000-01-16;"Banco_1";"X";"Y"
"5720";"Cassandra Medrano";"Cynthia";2000-01-20;"Banco_1";"X";"Y"
"5721";"Domeniqua Cisneros";"Leslie";2000-01-27;"Banco_1";"X";"Y"
"5722";"Damien Gomez";"Alicia";2000-01-17;"Banco_1";"X";"Y"
"5723";"Jessica Sosa";"Michele";2000-01-28;"Banco_1";"X";"Y"
"5724";"Basilia Montez";"Kirsty";2000-01-22;"Banco_1";"X";"Y"
"5725";"Fernando Martinez Fernandez";"Makayla";2000-01-01;"Banco_1";"X";"Y"
"5726";"Renzo Smith Sheader";"Valeria";2000-01-09;"Banco_1";"X";"Y"
"5727";"Taylor Frazier";"Kenia Yulissa";2000-01-30;"Banco_1";"X";"Y"
"5728";"Aaron Alcantar";"Samantha";2000-01-02;"Banco_1";"X";"Y"
"5729";"Alejandra Ojeda";"Leslie";2000-01-16;"Banco_1";"X";"Y"
"5730";"Ryan Martinez";"Bridgette";2000-01-20;"Banco_1";"X";"Y"
"5731";"Brandon Pasillas";"Jocelyne";2000-01-27;"Banco_1";"X";"Y"
"5732";"Emma Perches";"Maribel";2000-01-17;"Banco_1";"X";"Y"
"5733";"Kyle Salazar";"Yaneli";2000-01-28;"Banco_1";"X";"Y"
"5734";"Jacqueline Walker";"Jasmine";2000-01-22;"Banco_1";"X";"Y"
"5735";"Sara Hernandez";"Cynthia";2000-01-01;"Banco_1";"X";"Y"
"5736";"Denise Ortiz";"Brooke";2000-01-09;"Banco_1";"X";"Y"
"5737";"Marlyn Terrazas Balcorta";"Alexandra";2000-01-30;"Banco_1";"X";"Y"
"5738";"Juan Cardona";"Alexandra";2000-01-02;"Banco_1";"X";"Y"
"5739";"Mariah Acosta";"Marycruz";2000-01-16;"Banco_1";"X";"Y"
"5740";"Joseph Serna";"Alissa";2000-01-20;"Banco_1";"X";"Y"
"5741";"Cecelia Carrillo";"Sofia";2000-01-27;"Banco_1";"X";"Y"
"5742";"Anthony Garcia";"Laura";2000-01-17;"Banco_1";"X";"Y"
"5743";"David Plaza";"Jalene";2000-01-28;"Banco_1";"X";"Y"
"5744";"Fernando Atencio";"Vanessa";2000-01-22;"Banco_1";"X";"Y"
"5745";"Carlos Williams";"Jordan";2000-01-01;"Banco_1";"X";"Y"
"5746";"Angel Sarmiento";"Beatriz";2000-01-09;"Banco_1";"X";"Y"
"5747";"Danielle Mercado Sanchez";"Mariah";2000-01-30;"Banco_1";"X";"Y"
"5748";"Jesus Martin Hirsel";"Ariselma";2000-01-02;"Banco_1";"X";"Y"
"5749";"Paul Velazquez";"Maria";2000-01-16;"Banco_1";"X";"Y"
"5750";"Ryan Fernandez";"Michele";2000-01-20;"Banco_1";"X";"Y"
"5751";"Rhegan Rascon";"Marissa";2000-01-27;"Banco_1";"X";"Y"
"5752";"Ivan Uribe Trujillo";"Abigail";2000-01-17;"Banco_1";"X";"Y"
"5753";"Christopher Walo";"Christine";2000-01-28;"Banco_1";"X";"Y"
"5754";"Karen Lucero";"Jade";2000-01-22;"Banco_1";"X";"Y"
"5755";"Mariela Martinez";"Maria";2000-01-01;"Banco_1";"X";"Y"
"5756";"Alondra Coria";"Itzmina";2000-01-09;"Banco_1";"X";"Y"
"5757";"Claudia Blanco Castillo";"Pamela";2000-01-30;"Banco_1";"X";"Y"
"5758";"Karen Marquez";"Kalsey";2000-01-02;"Banco_1";"X";"Y"
"5759";"Maria Sandoval";"Adrianna";2000-01-16;"Banco_1";"X";"Y"
"5760";"Isaac Dominguez";"Lesley";2000-01-20;"Banco_1";"X";"Y"
"5761";"Trinidad Leal";"Tamara";2000-01-27;"Banco_1";"X";"Y"
"5762";"Odessa Ynostrosa Gallegos";"Frida";2000-01-17;"Banco_1";"X";"Y"
"5763";"Arturo Tortorelli";"Johanna";2000-01-28;"Banco_1";"X";"Y"
"5764";"Jose Hernandez Belew";"Gabriela";2000-01-22;"Banco_1";"X";"Y"
"5765";"Dominic Hernandez";"Briana";2000-01-01;"Banco_1";"X";"Y"
"5766";"Danielle Garcia Rangel";"Stephanie";2000-01-09;"Banco_1";"X";"Y"
"5767";"Roxanne Olivas";"Alizeth";2000-01-30;"Banco_1";"X";"Y"
"5768";"Jaime Porras Baquera";"Fabiola";2000-01-02;"Banco_1";"X";"Y"
"5769";"Rena Rich";"Stacy";2000-01-16;"Banco_1";"X";"Y"
"5770";"Devan Ortega Casillas";"Brittany";2000-01-20;"Banco_1";"X";"Y"
"5771";"Victor Davila Rocha";"Sarah";2000-01-27;"Banco_1";"X";"Y"
"5772";"Scott Olivas";"Layla";2000-01-17;"Banco_1";"X";"Y"
"5773";"Angelique Weickum";"Tiffany";2000-01-28;"Banco_1";"X";"Y"
"5774";"Aide Rocha";"Anai";2000-01-22;"Banco_1";"X";"Y"
"5775";"Cristal Conchas";"Audriana";2000-01-01;"Banco_1";"X";"Y"
"5776";"Daniel Mosqueda";"Courtney";2000-01-09;"Banco_1";"X";"Y"
"5777";"Maria Perez";"Kassidy";2000-01-30;"Banco_1";"X";"Y"
"5778";"Devan Ordaz";"Vanessa";2000-01-02;"Banco_1";"X";"Y"
"5779";"Nora Rodriguez Munoz";"Crystal";2000-01-16;"Banco_1";"X";"Y"
"5780";"Nataly Talmich";"Briana";2000-01-20;"Banco_1";"X";"Y"
"5781";"Samantha Gomez";"Diamante";2000-01-27;"Banco_1";"X";"Y"
"5782";"Fidel Saucedo";"Alejandra";2000-01-17;"Banco_1";"X";"Y"
"5783";"Kayla Padilla";"Lisa";2000-01-28;"Banco_1";"X";"Y"
"5784";"Alex Hernandez";"Evelyn";2000-01-22;"Banco_1";"X";"Y"
"5785";"Janessa Ibarra";"Karla";2000-01-01;"Banco_1";"X";"Y"
"5786";"Lizbeth Esqueda Lopez";"Maria";2000-01-09;"Banco_1";"X";"Y"
"5787";"Phillip Negrete Gonzalez";"Desiree";2000-01-30;"Banco_1";"X";"Y"
"5788";"Jesus Lucero";"Lynnette";2000-01-02;"Banco_1";"X";"Y"
"5789";"Gilbert Hernandez";"Eva";2000-01-16;"Banco_1";"X";"Y"
"5790";"Lashonda Ortega";"Arely";2000-01-20;"Banco_1";"X";"Y"
"5791";"Celina Martinez";"Lizbeth";2000-01-27;"Banco_1";"X";"Y"
"5792";"Adrian Rojas";"Moniqua";2000-01-17;"Banco_1";"X";"Y"
"5793";"Amara Velasquez";"Luz";2000-01-28;"Banco_1";"X";"Y"
"5794";"Omar Aguilar Mares";"Graciela";2000-01-22;"Banco_1";"X";"Y"
"5795";"Adriana Mata";"Mayra";2000-01-01;"Banco_1";"X";"Y"
"5796";"Gabrielle Perea";"Christine";2000-01-09;"Banco_1";"X";"Y"
"5797";"Brianda O'Canna";"Elizabeth";2000-01-30;"Banco_1";"X";"Y"
"5798";"David Morales";"Justus";2000-01-02;"Banco_1";"X";"Y"
"5799";"Leobardo Vigil";"Brittney";2000-01-16;"Banco_1";"X";"Y"
"5800";"Angelina Melendez";"Elvira";2000-01-20;"Banco_1";"X";"Y"
"5801";"Brooke Melendez Mena";"Karin";2000-01-27;"Banco_1";"X";"Y"
"5802";"Demario Beals";"Kysha";2000-01-17;"Banco_1";"X";"Y"
"5803";"Joshua Torres";"Cierra";2000-01-28;"Banco_1";"X";"Y"
"5804";"Ezquel Delgado";"Amy";2000-01-22;"Banco_1";"X";"Y"
"5805";"Jose Coronado";"Rebecca";2000-01-01;"Banco_1";"X";"Y"
"5806";"Joseph Trichie";"Jocelyn";2000-01-09;"Banco_1";"X";"Y"
"5807";"Isamar Ramirez Granillo";"Janeth";2000-01-30;"Banco_1";"X";"Y"
"5808";"Ashley Landin";"Maria";2000-01-02;"Banco_1";"X";"Y"
"5809";"Juan Deluna";"Donna";2000-01-16;"Banco_1";"X";"Y"
"5810";"Isaac Sarabia";"Lauren";2000-01-20;"Banco_1";"X";"Y"
"5811";"Herson Robles";"Heidy";2000-01-27;"Banco_1";"X";"Y"
"5812";"Matthew Reyes";"Aleena";2000-01-17;"Banco_1";"X";"Y"
"5813";"Raelynn Uballe";"Irna";2000-01-28;"Banco_1";"X";"Y"
"5814";"Brittney Torres";"Brenda";2000-01-22;"Banco_1";"X";"Y"
"5815";"John Zermeno";"Karen";2000-01-01;"Banco_1";"X";"Y"
"5816";"Tristin Martinez";"Shelyndra";2000-01-09;"Banco_1";"X";"Y"
"5817";"Heidi Meraz Marquez";"Blanca";2000-01-30;"Banco_1";"X";"Y"
"5818";"Brenda Flores Felix";"Cecilia";2000-01-02;"Banco_1";"X";"Y"
"5819";"Marcos Puente Vargas";"Corina";2000-01-16;"Banco_1";"X";"Y"
"5820";"Natalia Perez";"Emily";2000-01-20;"Banco_1";"X";"Y"
"5821";"Adrian Gonzales";"Natalie";2000-01-27;"Banco_1";"X";"Y"
"5822";"Rau Garcia";"Sophia";2000-01-17;"Banco_1";"X";"Y"
"5823";"Alex Monjaraz";"Natalie";2000-01-28;"Banco_1";"X";"Y"
"5824";"Jesus Padilla";"Elexis";2000-01-22;"Banco_1";"X";"Y"
"5825";"Lori Payan";"Selena";2000-01-01;"Banco_1";"X";"Y"
"5826";"Keagan Lopez Marquez";"Aireyonna";2000-01-09;"Banco_1";"X";"Y"
"5827";"David Rodriguez";"Vanesa";2000-01-30;"Banco_1";"X";"Y"
"5828";"Angelica Sandoval";"Angelique";2000-01-02;"Banco_1";"X";"Y"
"5829";"Joseph Martinez";"Sonia";2000-01-16;"Banco_1";"X";"Y"
"5830";"Jason Hernandez";"Emerald";2000-01-20;"Banco_1";"X";"Y"
"5831";"Triston Esquibel";"Tina";2000-01-27;"Banco_1";"X";"Y"
"5832";"Gabriel Villalobos";"Alexandra";2000-01-17;"Banco_1";"X";"Y"
"5833";"Lee Martinez";"Alexus";2000-01-28;"Banco_1";"X";"Y"
"5834";"Jennifer Uribe Zuluaga";"Kassandra";2000-01-22;"Banco_1";"X";"Y"
"5835";"Samantha Herrera";"Marium";2000-01-01;"Banco_1";"X";"Y"
"5836";"Mario Edgerton Lucero";"Makayla";2000-01-09;"Banco_1";"X";"Y"
"5837";"Austin Bond";"Danielle";2000-01-30;"Banco_1";"X";"Y"
"5838";"Kasandra Nunez";"Nicole";2000-01-02;"Banco_1";"X";"Y"
"5839";"Cynthia Trujillo";"Daniela";2000-01-16;"Banco_1";"X";"Y"
"5840";"Lauren Olivas";"Diana";2000-01-20;"Banco_1";"X";"Y"
"5841";"Ernesto Vasquez";"Jessica";2000-01-27;"Banco_1";"X";"Y"
"5842";"Jordyn Quirk";"Mercedes";2000-01-17;"Banco_1";"X";"Y"
"5843";"Brandon Sisneros";"Destinee";2000-01-28;"Banco_1";"X";"Y"
"5844";"Freddy Salinas";"Rosa";2000-01-22;"Banco_1";"X";"Y"
"5845";"Franki Gonzales";"Kimberly";2000-01-01;"Banco_1";"X";"Y"
"5846";"Karina Tortoriello";"Arlene";2000-01-09;"Banco_1";"X";"Y"
"5847";"Eliseo Avitia";"Audriana";2000-01-30;"Banco_1";"X";"Y"
"5848";"Larry Matthew Perez";"Michelle";2000-01-02;"Banco_1";"X";"Y"
"5849";"Chris Guilez";"Cinthia";2000-01-16;"Banco_1";"X";"Y"
"5850";"Devonnae Pacheco";"Aurora";2000-01-20;"Banco_1";"X";"Y"
"5851";"Arissa Talavera";"Chantel";2000-01-27;"Banco_1";"X";"Y"
"5852";"Jaquelyn Rodriguez";"Karah";2000-01-17;"Banco_1";"X";"Y"
"5853";"Jasper Martinez Aguilera";"Yatziri";2000-01-28;"Banco_1";"X";"Y"
"5854";"Michael Ramos Ortiz";"Melinda";2000-01-22;"Banco_1";"X";"Y"
"5855";"Jannine Ladner";"Ambrosia";2000-01-01;"Banco_1";"X";"Y"
"5856";"Vanessa Nunez Figueroa";"Jessica";2000-01-09;"Banco_1";"X";"Y"
"5857";"Gissell Bueno";"Cecilia";2000-01-30;"Banco_1";"X";"Y"
"5858";"Angellee Alexander";"Alta";2000-01-02;"Banco_1";"X";"Y"
"5859";"Reymundo Gonzalez Martinez";"Alexia";2000-01-16;"Banco_1";"X";"Y"
"5860";"Angelo Flores Ruiz";"Marisa";2000-01-20;"Banco_1";"X";"Y"
"5861";"Rene Hernandez";"Emma";2000-01-27;"Banco_1";"X";"Y"
"5862";"Emily Salazar";"Vanessa";2000-01-17;"Banco_1";"X";"Y"
"5863";"Roman Guerrero Flores";"Jasmine";2000-01-28;"Banco_1";"X";"Y"
"5864";"Tandi Adame";"Chanelle";2000-01-22;"Banco_1";"X";"Y"
"5865";"Miguel Valdez";"Adriana";2000-01-01;"Banco_1";"X";"Y"
"5866";"Joel Lazo";"Anneliese";2000-01-09;"Banco_1";"X";"Y"
"5867";"Ivan Gurule";"Karla";2000-01-30;"Banco_1";"X";"Y"
"5868";"Nimbe Rodriguez";"Angelica";2000-01-02;"Banco_1";"X";"Y"
"5869";"Dominic Montoya";"Jacqueline";2000-01-16;"Banco_1";"X";"Y"
"5870";"Craig Valdez";"Miranda";2000-01-20;"Banco_1";"X";"Y"
"5871";"Kyle Ocana";"Megan";2000-01-27;"Banco_1";"X";"Y"
"5872";"Herman Mendoza";"Cassandra";2000-01-17;"Banco_1";"X";"Y"
"5873";"Daniel Huerena";"Samantha";2000-01-28;"Banco_1";"X";"Y"
"5874";"Brianda Loya";"Jessica";2000-01-22;"Banco_1";"X";"Y"
"5875";"Brandt Balmus";"Lyzette";2000-01-01;"Banco_1";"X";"Y"
"5876";"Noemi Garcia";"Elizabeth";2000-01-09;"Banco_1";"X";"Y"
"5877";"David Aguilar";"Jadine";2000-01-30;"Banco_1";"X";"Y"
"5878";"Brooke Stevens";"Alondra";2000-01-02;"Banco_1";"X";"Y"
"5879";"Caleb Barron Sanchez";"Alyssa";2000-01-16;"Banco_1";"X";"Y"
"5880";"Edgar Carranco";"Nancy";2000-01-20;"Banco_1";"X";"Y"
"5881";"Lucia Giles";"Erica";2000-01-27;"Banco_1";"X";"Y"
"5882";"Marco Urena";"Annalicia";2000-01-17;"Banco_1";"X";"Y"
"5883";"Victoria Melchor";"Jill";2000-01-28;"Banco_1";"X";"Y"
"5884";"Ajay Jimenez";"Bethany";2000-01-22;"Banco_1";"X";"Y"
"5885";"Randi Hernandez";"Maria";2000-01-01;"Banco_1";"X";"Y"
"5886";"Victoria Perez";"Steffi";2000-01-09;"Banco_1";"X";"Y"
"5887";"Samuel Martinez";"Martina";2000-01-30;"Banco_1";"X";"Y"
"5888";"Darius Bradshaw";"Mallory";2000-01-02;"Banco_1";"X";"Y"
"5889";"Leopoldo Garcia Miranda";"Juanita";2000-01-16;"Banco_1";"X";"Y"
"5890";"Maria Montoya";"Brigida";2000-01-20;"Banco_1";"X";"Y"
"5891";"Jovanny Cabrera";"Claudia";2000-01-27;"Banco_1";"X";"Y"
"5892";"Jose Fuentes";"Yaritza";2000-01-17;"Banco_1";"X";"Y"
"5893";"Celina Temple Wilson";"Makayla";2000-01-28;"Banco_1";"X";"Y"
"5894";"Dominic Miranda";"Yoceline";2000-01-22;"Banco_1";"X";"Y"
"5895";"Jessica Munoz";"Monica";2000-01-01;"Banco_1";"X";"Y"
"5896";"Alex Zarate";"Alanna";2000-01-09;"Banco_1";"X";"Y"
"5897";"Humberto Montoya";"Jessica";2000-01-30;"Banco_1";"X";"Y"
"5898";"Edith Sotelo Garcia";"Cindy";2000-01-02;"Banco_1";"X";"Y"
"5899";"Tayla Quintanilla";"Annabel";2000-01-16;"Banco_1";"X";"Y"
"5900";"Hector Aleman Alamillo";"Yahaira";2000-01-20;"Banco_1";"X";"Y"
"5901";"Arnold Gonzalez";"Itzel";2000-01-27;"Banco_1";"X";"Y"
"5902";"Christian Martinez";"Angelica";2000-01-17;"Banco_1";"X";"Y"
"5903";"Jesus Lucero";"Mariah";2000-01-28;"Banco_1";"X";"Y"
"5904";"Amadaeo Mercado";"Shania";2000-01-22;"Banco_1";"X";"Y"
"5905";"Anthunee Benegas";"Cherish";2000-01-01;"Banco_1";"X";"Y"
"5906";"Gabrielle Mejia Ventura";"Samantha";2000-01-09;"Banco_1";"X";"Y"
"5907";"Alexis Gasca";"Abigail";2000-01-30;"Banco_1";"X";"Y"
"5908";"Gabriela Espinoza";"Marissa";2000-01-02;"Banco_1";"X";"Y"
"5909";"Aurelio Montour";"Emma";2000-01-16;"Banco_1";"X";"Y"
"5910";"Kimberly Rivera";"Gabriella";2000-01-20;"Banco_1";"X";"Y"
"5911";"Rebecca Talesnick";"Adriana";2000-01-27;"Banco_1";"X";"Y"
"5912";"Mathew Saldivar";"Sabrina";2000-01-17;"Banco_1";"X";"Y"
"5913";"Jose Covarrubias";"Manuela";2000-01-28;"Banco_1";"X";"Y"
"5914";"Juan Marquez";"Fransisca";2000-01-22;"Banco_1";"X";"Y"
"5915";"Eric Olmedo";"Alexandra";2000-01-01;"Banco_1";"X";"Y"
"5916";"Jazmine Mora";"Mackenzie";2000-01-09;"Banco_1";"X";"Y"
"5917";"Angelica Noriega";"Kimberly";2000-01-30;"Banco_1";"X";"Y"
"5918";"Hiajaira Oquendo Gonzalez";"Samantha";2000-01-02;"Banco_1";"X";"Y"
"5919";"Melissa Felix";"Elicia";2000-01-16;"Banco_1";"X";"Y"
"5920";"Vanessa Moreno";"Maria";2000-01-20;"Banco_1";"X";"Y"
"5921";"Christopher Martinez";"Mariah";2000-01-27;"Banco_1";"X";"Y"
"5922";"Rolando Rodriguez Barbosa";"Megan";2000-01-17;"Banco_1";"X";"Y"
"5923";"Gregory Quintana";"Martha";2000-01-28;"Banco_1";"X";"Y"
"5924";"Carlos Hernandez";"Alyssa";2000-01-22;"Banco_1";"X";"Y"
"5925";"Kaylynn Dorantes";"Roxana";2000-01-01;"Banco_1";"X";"Y"
"5926";"Maria Ramos";"Angelita";2000-01-09;"Banco_1";"X";"Y"
"5927";"Octavio Gomez";"Jessenia";2000-01-30;"Banco_1";"X";"Y"
"5928";"Hayley Hernandez Nieto";"Elijah";2000-01-02;"Banco_1";"X";"Y"
"5929";"Emily Mclain";"Iran";2000-01-16;"Banco_1";"X";"Y"
"5930";"Joseph Hurtado Garcia";"Mckayla";2000-01-20;"Banco_1";"X";"Y"
"5931";"Brandi Chacon";"Jessica";2000-01-27;"Banco_1";"X";"Y"
"5932";"Jessica Soto";"Sugey";2000-01-17;"Banco_1";"X";"Y"
"5933";"Rebekah Cruz";"Silvia";2000-01-28;"Banco_1";"X";"Y"
"5934";"Sarah Tellez";"Gabriela";2000-01-22;"Banco_1";"X";"Y"
"5935";"Victor Lucero";"Cynthia";2000-01-01;"Banco_1";"X";"Y"
"5936";"Richard Flores";"Rachel";2000-01-09;"Banco_1";"X";"Y"
"5937";"Michael Mendez Perez";"Evelyn";2000-01-30;"Banco_1";"X";"Y"
"5938";"Michael Sisneros";"Karen";2000-01-02;"Banco_1";"X";"Y"
"5939";"Erik Merlin";"Leticia";2000-01-16;"Banco_1";"X";"Y"
"5940";"Jaime Archuleta";"Monica";2000-01-20;"Banco_1";"X";"Y"
"5941";"Rosalina Rieder";"Kayla";2000-01-27;"Banco_1";"X";"Y"
"5942";"Kiana Costalez";"Paris";2000-01-17;"Banco_1";"X";"Y"
"5943";"Marco Trevino";"Stacy";2000-01-28;"Banco_1";"X";"Y"
"5944";"Karen Ortiz Zavala";"Feloniz";2000-01-22;"Banco_1";"X";"Y"
"5945";"Jesse Lujano";"Gabriella";2000-01-01;"Banco_1";"X";"Y"
"5946";"Jannette Cruz";"Ashley";2000-01-09;"Banco_1";"X";"Y"
"5947";"Evelyn Romero";"Mayra";2000-01-30;"Banco_1";"X";"Y"
"5948";"Carlos Sisneros";"Denise";2000-01-02;"Banco_1";"X";"Y"
"5949";"Judith Aguilera";"Taylor";2000-01-16;"Banco_1";"X";"Y"
"5950";"Isamar Degollado Medina";"Savannah";2000-01-20;"Banco_1";"X";"Y"
"5951";"Alexandria Rodela";"Flor";2000-01-27;"Banco_1";"X";"Y"
"5952";"Clemente Alcaraz";"Chambrae";2000-01-17;"Banco_1";"X";"Y"
"5953";"Codey Garcia";"Amber";2000-01-28;"Banco_1";"X";"Y"
"5954";"Odila Coronado";"Rhaenie";2000-01-22;"Banco_1";"X";"Y"
"5955";"Matthew Austin";"Crystal";2000-01-01;"Banco_1";"X";"Y"
"5956";"Christopher Fuentes";"Miranda";2000-01-09;"Banco_1";"X";"Y"
"5957";"Ernesto Elizalde";"Raylene";2000-01-30;"Banco_1";"X";"Y"
"5958";"Mariah Medina";"Rhiannon";2000-01-02;"Banco_1";"X";"Y"
"5959";"Makayla Encinias";"Kelsey";2000-01-16;"Banco_1";"X";"Y"
"5960";"Taylor Ochoa";"Rylan";2000-01-20;"Banco_1";"X";"Y"
"5961";"Rosario Cordova";"Abigail";2000-01-27;"Banco_1";"X";"Y"
"5962";"Emely Torres Salas";"Neyda";2000-01-17;"Banco_1";"X";"Y"
"5963";"Janeth Aguirre Tarin";"Bianca";2000-01-28;"Banco_1";"X";"Y"
"5964";"Nia Gutierrez";"Santana";2000-01-22;"Banco_1";"X";"Y"
"5965";"Brittany Trujillo";"Patricia";2000-01-01;"Banco_1";"X";"Y"
"5966";"Brijett Perez";"Kimberly";2000-01-09;"Banco_1";"X";"Y"
"5967";"Angelica Salayandia Carballo";"Madeline";2000-01-30;"Banco_1";"X";"Y"
"5968";"Jose Montoya";"Amanda";2000-01-02;"Banco_1";"X";"Y"
"5969";"Eric Silva";"Karen";2000-01-16;"Banco_1";"X";"Y"
"5970";"Monika Alarid";"Diana";2000-01-20;"Banco_1";"X";"Y"
"5971";"Dominic Lucero";"Karina";2000-01-27;"Banco_1";"X";"Y"
"5972";"Jovana Bugarin Correa";"Allaya";2000-01-17;"Banco_1";"X";"Y"
"5973";"Julian Castaneda Martinez";"Devin";2000-01-28;"Banco_1";"X";"Y"
"5974";"Joe Mota";"Sabrina";2000-01-22;"Banco_1";"X";"Y"
"5975";"Andrea Delacruz";"Marina";2000-01-01;"Banco_1";"X";"Y"
"5976";"Gabrielle Hayes";"Marissa";2000-01-09;"Banco_1";"X";"Y"
"5977";"Guillermo Fregoso Zamora";"Melissa";2000-01-30;"Banco_1";"X";"Y"
"5978";"Cesar Fernandez";"Karen";2000-01-02;"Banco_1";"X";"Y"
"5979";"Diana Hickman";"Brittney";2000-01-16;"Banco_1";"X";"Y"
"5980";"Anay Carmona";"Laura";2000-01-20;"Banco_1";"X";"Y"
"5981";"April Padilla Vega";"Rubi";2000-01-27;"Banco_1";"X";"Y"
"5982";"Mario Nunez Enriquez";"Brianna";2000-01-17;"Banco_1";"X";"Y"
"5983";"Carlos Marquez";"Odeena";2000-01-28;"Banco_1";"X";"Y"
"5984";"Rebeca Kaufmann";"Jessica";2000-01-22;"Banco_1";"X";"Y"
"5985";"Nicholas Bourne";"Kaitlyn";2000-01-01;"Banco_1";"X";"Y"
"5986";"Kathleen Garcia";"Brenda";2000-01-09;"Banco_1";"X";"Y"
"5987";"Drew Archuleta";"La'Lanee";2000-01-30;"Banco_1";"X";"Y"
"5988";"Alfredo Gamboa";"Diana";2000-01-02;"Banco_1";"X";"Y"
"5989";"Nataki Rodriguez";"April";2000-01-16;"Banco_1";"X";"Y"
"5990";"Maria Gonzalez";"Yessica";2000-01-20;"Banco_1";"X";"Y"
"5991";"Kyrie Sapiens";"Mercedes";2000-01-27;"Banco_1";"X";"Y"
"5992";"Steven Silva Espinoza";"Alejandra";2000-01-17;"Banco_1";"X";"Y"
"5993";"Gustavo Delacruz";"Nakita";2000-01-28;"Banco_1";"X";"Y"
"5994";"Rikki Romero";"Michelle";2000-01-22;"Banco_1";"X";"Y"
"5995";"Jonathan Ortega";"Corinne";2000-01-01;"Banco_1";"X";"Y"
"5996";"Michell Compton";"Guadalupe";2000-01-09;"Banco_1";"X";"Y"
"5997";"Franciee Archuleta";"Irene";2000-01-30;"Banco_1";"X";"Y"
"5998";"Alejandro Martinez";"Odalys";2000-01-02;"Banco_1";"X";"Y"
"5999";"Danielle Velasco";"Jasmayne";2000-01-16;"Banco_1";"X";"Y"
"6000";"Wilbert Munoz Estrada";"Ashleigh";2000-01-20;"Banco_1";"X";"Y"
"6001";"Jose Vasquez";"Yessenia";2000-01-27;"Banco_1";"X";"Y"
"6002";"Gabino Samarripa";"Nancy";2000-01-17;"Banco_1";"X";"Y"
"6003";"Oscar Tarin";"Alma";2000-01-28;"Banco_1";"X";"Y"
"6004";"Brandon Lopez";"Kassandra";2000-01-22;"Banco_1";"X";"Y"
"6005";"Nicholaus Burciaga";"Lizza";2000-01-01;"Banco_1";"X";"Y"
"6006";"Jenny Reza";"Marina";2000-01-09;"Banco_1";"X";"Y"
"6007";"Cindel Ochoa";"Alesandra";2000-01-30;"Banco_1";"X";"Y"
"6008";"Samantha Garcia";"Adriana";2000-01-02;"Banco_1";"X";"Y"
